session_id,role,content,sequence_id,annotator[consensus][0]TUTOR_MOVE,annotator[consensus][1]TUTOR_MOVE
41093,volunteer,And those correspond to the red points on the quadratic plot,120,EXPLAINING_CONCEPTUAL,None
41093,student,oh wait so is it x< -1-rad27/6 and x> -1 + rad37/6,121,None,None
41093,volunteer,Yeah,122,FEEDBACK_CORRECT,None
41093,volunteer,now we need to the log property inequalities,123,STRATEGIZING,None
41093,student,?,124,None,None
41093,volunteer,Like the fact the equation in log has to be > 0,125,EXPLAINING_CONCEPTUAL,None
41093,student,ok,126,None,None
41093,volunteer,yeah,127,None,None
41093,volunteer,"It should be (2, infinity)",128,GIVING_ANSWER,None
41093,volunteer,did everything make sense,129,PROBING_UNDERSTAND,None
41093,student,ohh ok thank you,130,None,None
41093,student,yes,131,None,None
41093,student,quick question sorry,132,None,None
41093,volunteer,Sure,133,None,None
41093,student,if there is a domain retriction on (x+5) so that would mean x>-5. and the answer I solved would be (x-1)^2,134,None,None
41093,student,would the answer be 1 to infinity?,135,None,None
41093,volunteer,Well u also have to check <LOCATION> 6,136,EXPLAINING_CONCEPTUAL,None
41093,student,oh right,137,None,None
41093,student,wait but i wasnt able to factor that out,138,None,None
41093,student,so would i have to use the quadratic formula again?,139,None,None
41093,volunteer,Yeah,140,FEEDBACK_CORRECT,None
41093,volunteer,"actually (x^2 - 2x + 1) > 0 isn’t just (1, infinity)",141,FEEDBACK_INCORRECT,None
41093,student,wait what,142,None,None
41093,volunteer,Yeah maybe try drawing it out a bit,143,GIVING_HINT,None
41093,volunteer,It’s because there’s only one actual zero there,144,EXPLAINING_CONCEPTUAL,None
41093,student,so the only actual 0 is 1?,145,None,None
41093,volunteer,yeah there’s only one zero at x = 1,146,EXPLAINING_CONCEPTUAL,None
41093,volunteer,"But this means the inequality isn’t just (1, infinity)",147,EXPLAINING_CONCEPTUAL,None
41093,volunteer,I would try sketching it out,148,GIVING_HINT,None
41093,student,sketching out the parabola like earlier?,149,None,None
41093,student,"also why is the one zero doesnt mean the inequality just (1,ingfinity)",150,None,None
41093,volunteer,Yeah sketch the parabola,151,EXPLAINING_PROCEDURAL,None
41093,volunteer,I think it’ll help u see,152,None,None
41093,volunteer,It better,153,None,None
41093,volunteer,Well there wouldn’t be the red thing i circled,154,FEEDBACK_INCORRECT,None
41093,volunteer,Because there’s only one zero,155,EXPLAINING_CONCEPTUAL,None
41093,volunteer,the intersection in the red circle makes it seem there’s another point besides x =1 that x^2 - 2x + 1 = 0,156,EXPLAINING_CONCEPTUAL,None
41093,student,right,157,None,None
41093,volunteer,So what would it look like if there’s just one intersection point?,158,PROMPTING_NEXT_STEP,None
41093,student,like that?,159,None,None
41093,volunteer,Well that’s only half of a parabola though,160,FEEDBACK_INCORRECT,None
41093,volunteer,draw a parabola that only hits the horizontal line once,161,EXPLAINING_PROCEDURAL,None
41093,student,im not sure how to draw that,162,None,None
41093,student,oh right,163,None,None
41093,volunteer,Here’s a drawing of it,164,STRATEGIZING,None
41093,volunteer,Does that make sense,165,PROBING_UNDERSTAND,None
41093,student,yes,166,None,None
41093,volunteer,ok so where on that parabola is it > 0?,167,PROMPTING_NEXT_STEP,None
41093,student,"(0,1)(1, infinity)",168,None,None
41093,volunteer,Well x itself doesn’t have to be > 0,169,FEEDBACK_INCORRECT,None
41093,volunteer,There’s nothing requiring that rn,170,STRATEGIZING,None
41093,student,I dot understand,171,None,None
41093,volunteer,"Ok so the (1, infinity) is right",172,FEEDBACK_CORRECT,None
41093,volunteer,"How did u get the (0, 1) though",173,PROMPTING_SELF_EXPLANATION,None
41093,student,<LOCATION> the tan part is still greater than 0,174,None,None
41093,volunteer,Well we’re just finding where the y value is > 0,175,STRATEGIZING,None
41093,volunteer,Not where just the x is,176,STRATEGIZING,None
41093,volunteer,like in the problem from before,177,None,None
41093,volunteer,We can see the shaded area is just where the parabola > 0,178,EXPLAINING_CONCEPTUAL,None
41093,student,So -infinity to 1?,179,None,None
41093,volunteer,Yes,180,FEEDBACK_CORRECT,None
41093,volunteer,Does it make sense tho,181,PROBING_UNDERSTAND,None
41093,student,Yes,182,None,None
41093,student,so the answer is -5 to infinity?,183,None,None
41093,volunteer,well the thing is that x = 1 means (x-1)^2 = 0,184,EXPLAINING_CONCEPTUAL,None
41093,volunteer,But it’s asking for (x-1)^2 > 0,185,EXPLAINING_CONCEPTUAL,None
41093,volunteer,So that means that x can’t equal to 1,186,EXPLAINING_CONCEPTUAL,None
41093,volunteer,"So what u said before (-infinity, 1) and (1, <PERSON> would work",187,FEEDBACK_CORRECT,None
41093,student,"but doesnt -finity, 1 and 1, <PERSON> would include 1 meaning x is equal to 1?",188,None,None
41093,student,or does it mean like it stops it one and continues at 1,189,None,None
41093,volunteer,Well the 1) and (1 mean that 1 isn’t included,190,EXPLAINING_CONCEPTUAL,None
41093,volunteer,"If it’s ), it’s not included",191,EXPLAINING_CONCEPTUAL,None
41093,volunteer,If it’s ] it is included,192,EXPLAINING_CONCEPTUAL,None
41093,volunteer,1 can’t be included because we’re trying to say 0 > 0 but that’s not correct,193,EXPLAINING_CONCEPTUAL,None
41093,student,wait so what does the 1) and (1 mean?,194,None,None
41093,volunteer,It means 1 isn’t included,195,EXPLAINING_CONCEPTUAL,None
41093,volunteer,"Parenthesis () means not included, brackets [] means included",196,EXPLAINING_CONCEPTUAL,None
41093,student,oh ok,197,None,None
41093,student,so by saying 5 to infinity means we are including 1,198,None,None
41093,student,"but saying (-5,1) and (1, infinity)",199,None,None
41093,student,is not including 1 since one is the zero and cannot be included?,200,None,None
41093,volunteer,yep,201,FEEDBACK_CORRECT,None
41093,volunteer,We’re almost done but we need to check for <LOCATION> 6 now,202,STRATEGIZING,None
41093,volunteer,Because it also has to be > 0,203,EXPLAINING_CONCEPTUAL,None
41093,student,ok,204,None,None
41093,student,so how do we do that,205,None,None
41093,volunteer,Well we just do x^2 - x + 6 > 0,206,EXPLAINING_PROCEDURAL,None
41093,student,so using the quadratic formula?,207,None,None
41093,volunteer,Yep,208,FEEDBACK_CORRECT,None
41093,student,um,209,None,None
41093,student,theres a negative inside the square root,210,None,None
41093,volunteer,Yep so that means no real solutions,211,EXPLAINING_CONCEPTUAL,None
41093,volunteer,That just means there’s no zeros,212,EXPLAINING_CONCEPTUAL,None
41093,student,ok,213,None,None
41093,volunteer,So we don’t really have to deal with it lol,214,None,None
41093,student,"so since theres no real solution our answer is just (-5,1)(1, infinity)?",215,None,None
41093,volunteer,yep,216,FEEDBACK_CORRECT,None
41093,student,ohh ok,217,None,None
41093,student,than kyou sm!,218,None,None
41093,volunteer,do u have any <PERSON> questions?,219,None,None
41093,student,"just a last one, so we every 0 is not included right?",220,None,None
41093,volunteer,Uh what every 0,221,ASKING_TO_CLARIFY_CONTEXT,None
41093,student,like when we talked about 1) and (1,222,None,None
41093,student,we cant say -5 to infinity because that would include the zero 1,223,None,None
41093,volunteer,Well we didn’t include that 0,224,EXPLAINING_CONCEPTUAL,None
41093,volunteer,Because it’s asking for > 0,225,EXPLAINING_CONCEPTUAL,None
41093,volunteer,If it was >= 0 then it would be fine,226,EXPLAINING_CONCEPTUAL,None
41093,student,ohh,227,None,None
41093,student,ok,228,None,None
41093,student,than kyou,229,None,None
41093,student,thats all! thank you so much again!,230,None,None
41093,volunteer,Np,231,None,None
41093,volunteer,Have a good day,232,None,None
41093,student,you too!,233,None,None
92902,volunteer,Hi <PERSON>!,0,None,None
92902,student,Hey I need help finishing my homework,1,None,None
92902,volunteer,Sure!,2,None,None
92902,volunteer,first we need to find the Compound inequality for Numbers That Are Not Solutions,3,STRATEGIZING,None
92902,student,hmm what does that mean?,4,None,None
92902,student,wait,5,None,None
92902,volunteer,you need to negate the condition of the given inequality,6,EXPLAINING_PROCEDURAL,None
92902,student,lets solve these problems first they are easier,7,None,None
92902,volunteer,sure,8,None,None
92902,student,do we add 5 on both sides?,9,None,None
92902,volunteer,yeah,10,FEEDBACK_CORRECT,None
92902,student,x> or equal to -8,11,None,None
92902,volunteer,yep,12,FEEDBACK_CORRECT,None
92902,student,alright time for b,13,None,None
92902,student,3> or equal to 2,14,None,None
92902,volunteer,yeah thats right,15,FEEDBACK_CORRECT,None
92902,student,so how do we graph that?,16,None,None
92902,volunteer,for 3 ≤ 2 we cant graph that cuz it doesnt have a variable but we can graph the first one,17,EXPLAINING_CONCEPTUAL,None
92902,volunteer,any idea how to do this,18,None,None
46815,volunteer,Hello!,0,None,None
46815,student,Hello,1,None,None
46815,volunteer,What do you need help with today?,2,None,None
46815,student,Can you help me solve these problems,3,None,None
46815,volunteer,Sure,4,None,None
46815,volunteer,These are inequalities if i'm not wrong.,5,STRATEGIZING,None
46815,student,Yes,6,None,None
46815,volunteer,Ok put the images one at a time,7,None,None
46815,volunteer,Remove the other 3,8,None,None
46815,volunteer,We will tackle the problems one by one,9,None,None
46815,student,I want to solve this one first,10,None,None
46815,volunteer,Alright,11,None,None
46815,volunteer,Do you know how to approach this problem?,12,PROBING_UNDERSTAND,None
46815,volunteer,What do we do first?,13,PROMPTING_NEXT_STEP,None
46815,student,I don’t know,14,None,None
46815,volunteer,"Ok so first,",15,None,None
46815,student,Do we distribute the 3 first?,16,None,None
46815,volunteer,This is like solving a normal multi-step equation,17,STRATEGIZING,None
46815,volunteer,Distributing the 3 first is a good first step,18,FEEDBACK_CORRECT,None
46815,student,Okay,19,None,None
46815,volunteer,Distribute on the whiteboard.,20,None,None
46815,student,OK now what?,21,None,None
46815,volunteer,You distributed this wrong,22,FEEDBACK_INCORRECT,None
46815,volunteer,Look over your distribution,23,PROMPTING_SELF_CORRECTION,None
46815,student,Is it good now?,24,None,None
46815,volunteer,Yes,25,FEEDBACK_CORRECT,None
46815,volunteer,"Now the next step, what do you think?",26,PROMPTING_NEXT_STEP,None
46815,student,<NRP>,27,None,None
46815,volunteer,before we do the next step,28,None,None
46815,volunteer,mplify,29,None,None
46815,volunteer,simplify,30,PROMPTING_NEXT_STEP,None
46815,student,Let me think,31,None,None
46815,student,Oh okay,32,None,None
46815,volunteer,simplify the equation first,33,PROMPTING_NEXT_STEP,None
46815,student,Okay 👍🏿,34,None,None
46815,volunteer,perfect,35,FEEDBACK_CORRECT,None
46815,student,LETS <PERSON>,36,None,None
46815,volunteer,Now this is solving like a multi-step equation,37,PROMPTING_RELATED_CONCEPTS,None
46815,volunteer,do you know how to solve multi-step equations?,38,PROBING_PRIOR_KNOWLEDGE,None
46815,student,I think so,39,None,None
46815,student,Let me try,40,None,None
46815,volunteer,"Ok, i'll just give a quick example",41,None,None
46815,student,Okay,42,None,None
46815,volunteer,What is x in 3x + 4 = 19,43,GIVING_EXAMPLE,None
46815,student,X=5,44,None,None
46815,student,Right?,45,None,None
46815,volunteer,Yes,46,FEEDBACK_CORRECT,None
46815,volunteer,Now solve it like how you did there,47,PROMPTING_SELF_EXPLANATION,None
46815,student,Okay ill try,48,None,None
46815,volunteer,but treat the inequality sign as an equal sign,49,STRATEGIZING,EXPLAINING_PROCEDURAL
46815,volunteer,In this problem,50,None,None
46815,student,Okay,51,None,None
46815,volunteer,"So this greater than symbol, pretend it is an equal sign temporarily",52,STRATEGIZING,EXPLAINING_PROCEDURAL
46815,student,Ight,53,None,None
46815,volunteer,And make sure to show each of your steps so I know where you may have did wrong,54,PROMPTING_SELF_EXPLANATION,STRATEGIZING
46815,student,Okay i goy you,55,None,None
46815,student,Did i do that right?,56,None,None
46815,volunteer,Let me see,57,None,None
46815,volunteer,Perfect,58,FEEDBACK_CORRECT,None
46815,student,LETS GOOOOOOOO,59,None,None
46815,volunteer,You even switched the inequality sign which is what you are supposed to do,60,PRAISING_PROCESSES,None
46815,volunteer,good job,61,PRAISING_PROCESSES,None
46815,student,THANK YOU,62,None,None
46815,volunteer,Let's move on,63,None,None
46815,student,I think i got the rest but thank you so much for your help with this problem,64,None,None
46815,volunteer,Alright,65,None,None
46815,student,Thanks again,66,None,None
46815,volunteer,Should I end the session then?,67,None,None
46815,student,Yeah,68,None,None
46815,volunteer,No worries,69,None,None
46815,volunteer,Cya,70,None,None
46815,student,Cya,71,None,None
77434,volunteer,Hi <NRP>!,0,None,None
77434,student,Hello,1,None,None
77434,volunteer,What do you need help with today?,2,None,None
77434,student,I'm learning about systems of equations word problems and I can't seem to get any of the answers right.  I understand what to do slightly and I understand when I look at the problems solved but I can't do it myself,3,None,None
77434,volunteer,Ok no worries. Do you have any sample problems we can take a look at together?,4,None,None
77434,student,"sure, let me copy it...",5,None,None
77434,student,"<PERSON> ran from her home to her secret laboratory at an average speed of 
\[12\text{ km/h}\]. She then took one of her jetpacks and flew to her school at an average speed of 
<LOCATION>{ km/h}\]. <PERSON> traveled a total distance of 
\[120\] kilometers, and the entire trip took 
\[2\] hours.
How long did <PERSON> spend running, and how long did she spend flying using her jetpack?",6,None,None
77434,volunteer,Ok,7,None,None
77434,volunteer,"To start off, are you familiar with the triangle I just drew on the board?",8,PROBING_PRIOR_KNOWLEDGE,None
77434,student,"no, but is it rate, distance, and time?",9,None,None
77434,volunteer,"Yes. So D = distance, s = speed, t= time",10,STRATEGIZING,None
77434,volunteer,This is the triangle you can use to solve the speed related problems,11,STRATEGIZING,None
77434,student,"ok, yeah, I didn't learn it that way but it looks way easier to remember that way.",12,None,None
77434,volunteer,Ok! so let's start setting up the equations,13,STRATEGIZING,None
77434,student,okay,14,None,None
77434,volunteer,So what we're trying to find here is how much she spends each on running and flying,15,STRATEGIZING,None
77434,volunteer,So what should we set x and y to?,16,PROMPTING_NEXT_STEP,None
77434,student,x=the time she spends flying and y=the time she spends running,17,None,None
77434,volunteer,That is correct!,18,FEEDBACK_CORRECT,None
77434,volunteer,"In the problem, it says the entire trip took 2 hours.",19,STRATEGIZING,None
77434,volunteer,So how can we set up the first equation?,20,PROMPTING_NEXT_STEP,None
77434,student,x+y=2?,21,None,None
77434,volunteer,Yes! That's our first equation,22,FEEDBACK_CORRECT,None
77434,volunteer,I'll write it down on the board,23,None,None
77434,student,ok,24,None,None
77434,volunteer,"Ok. Using the traingle, we know that the distance = speed x time",25,EXPLAINING_PROCEDURAL,None
77434,student,ok,26,None,None
77434,volunteer,"Her average flying speed was 76, and her average running speed was 12",27,STRATEGIZING,None
77434,volunteer,How can we use the distance equation to find the distance she traveled by flying?,28,PROMPTING_NEXT_STEP,PROMPTING_SELF_EXPLANATION
77434,volunteer,keep in mind that the time she spent flying is x,29,GIVING_HINT,None
77434,student,"Ok, I was about to ask.  So, 76x+12y=120?",30,None,None
77434,volunteer,Yes that's right,31,FEEDBACK_CORRECT,None
77434,volunteer,Ok how would you start with solving these two equations?,32,PROMPTING_SELF_EXPLANATION,None
77434,student,I would isolate one variable from one equation and substitute it into the other and figure out the other variable and substitute that to find the one we started with,33,None,None
77434,student,"but, would we isolate the first variable from equation 2 and substitute it into equation 1 or 2?",34,None,None
77434,volunteer,I think isolating the variable from equation 1 would be easier,35,GIVING_HINT,None
77434,student,ok,36,None,None
77434,volunteer,Then we can substitute it into equation 2,37,EXPLAINING_PROCEDURAL,None
77434,student,yeah,38,None,None
77434,volunteer,ok How would you like to isolate the variable?,39,PROMPTING_NEXT_STEP,None
77434,student,Would we subtract y?,40,None,None
77434,student,from both sides and then get x=2-y?,41,None,None
77434,volunteer,Yes! That's one way to do it!,42,FEEDBACK_CORRECT,None
77434,volunteer,"Now, we can substitute x = 2-y into the second equation",43,EXPLAINING_PROCEDURAL,None
77434,volunteer,Which would be 76(2-y) + 12y = 120,44,EXPLAINING_PROCEDURAL,None
77434,volunteer,Do you want to try solving for y?,45,PROMPTING_NEXT_STEP,None
77434,student,"sure, wouldn't we multiply 76 by 2 and -y and <COURSE>-76y+12y=120?",46,None,None
77434,volunteer,Yes!,47,FEEDBACK_CORRECT,None
77434,student,and then would we combine the -76y and 12y?,48,None,None
77434,volunteer,Yes that's correct,49,FEEDBACK_CORRECT,None
77434,student,so we'd <COURSE>-64y=120.  Would we then subtract 152 from both sides then divide by 64?,50,None,None
77434,volunteer,Yes! You're doing amazing!,51,FEEDBACK_CORRECT,PRAISING_PROCESSES
77434,student,thanks,52,None,None
77434,student,and that'd be 0.5,53,None,None
77434,student,so y=0.5,54,None,None
77434,volunteer,"Ok, so what would the x be?",55,PROMPTING_NEXT_STEP,None
77434,student,1.5?,56,None,None
77434,volunteer,Ok! So what's our final answer?,57,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
77434,student,she ran for half an hour (0.5) and she flew an hour and a half (1.5),58,None,None
77434,volunteer,Yep! That's our final answer,59,FEEDBACK_CORRECT,None
77434,volunteer,"Whenever you get speed/distance types of questions, always try to use the triangle to make equations",60,EXPLAINING_PROCEDURAL,None
77434,student,I definitely will.  That makes it a lot easier.  Thank you for your help!,61,None,None
77434,volunteer,No problem! I hope you have a great day!,62,None,None
77434,student,you too!!,63,None,None
45741,volunteer,hi,0,None,None
45741,student,"hi <PERSON>, i was wondering if you you could please check the front of my paper and help me understand the back?",1,None,None
45741,volunteer,sure,2,None,None
45741,volunteer,is it a homework paper?,3,None,None
45741,student,yeah,4,None,None
45741,volunteer,"ok, can you explain your working on the first question?",5,PROMPTING_SELF_EXPLANATION,None
45741,student,for 1-10 you have to add all the numbers to each other and they can’t be equal to the other number you chose or greater,6,None,None
45741,volunteer,"right! good job I think you are correct, but I see a small mistake, I just want you to explain",7,FEEDBACK_CORRECT,PROMPTING_SELF_CORRECTION
45741,student,ohh,8,None,None
45741,student,which,9,None,None
45741,volunteer,I think you meant to write 12 here,10,FEEDBACK_INCORRECT,None
45741,student,ohhh,11,None,None
45741,student,yeah sorry,12,None,None
45741,volunteer,no problem,13,None,None
45741,volunteer,but you're correct the 2 other sides are always bigger than the 3rd side right?,14,PROBING_UNDERSTAND,FEEDBACK_CORRECT
45741,student,yeah!,15,None,None
45741,student,i think 😭,16,None,None
45741,volunteer,2 is correct,17,FEEDBACK_CORRECT,None
45741,volunteer,be careful with the numbers,18,FEEDBACK_NEUTRAL,None
45741,volunteer,you have the right equation but you are making small mistakes with the numbers,19,FEEDBACK_NEUTRAL,None
45741,volunteer,9 + 4 = 11 ?,20,PROMPTING_SELF_CORRECTION,None
45741,student,i had 6+3 on #2,21,None,None
45741,volunteer,"oh ok, may bad it looked like an 8",22,CORRECTING_OWN_ERROR,None
45741,student,"oops, 9+4= 13",23,None,None
45741,student,no worries,24,None,None
45741,volunteer,right!,25,FEEDBACK_CORRECT,None
45741,volunteer,7+9 = ?,26,PROMPTING_NEXT_STEP,None
45741,student,16,27,None,None
45741,volunteer,yes,28,FEEDBACK_CORRECT,None
45741,volunteer,4 is correct,29,FEEDBACK_CORRECT,None
45741,volunteer,so is 5,30,FEEDBACK_CORRECT,None
45741,student,yay!,31,None,None
45741,volunteer,"so is 6, you're doing great",32,FEEDBACK_CORRECT,PRAISING_PROCESSES
45741,student,:),33,None,None
45741,volunteer,7 too,34,FEEDBACK_CORRECT,None
45741,volunteer,8 too,35,FEEDBACK_CORRECT,None
45741,volunteer,9 too,36,FEEDBACK_CORRECT,None
45741,volunteer,look at 10,37,FEEDBACK_INCORRECT,None
45741,student,oops,38,None,None
45741,student,i definitely rushed through that,39,None,None
45741,volunteer,"that's ok, I think you get the concept",40,FEEDBACK_CORRECT,None
45741,volunteer,let's go over 11 together ok?,41,STRATEGIZING,None
45741,volunteer,are you ready?,42,None,None
45741,student,yes!,43,None,None
45741,volunteer,"ok, so you have the upper limit correct",44,FEEDBACK_CORRECT,None
45741,volunteer,the 3rd side MUST be less than 17,45,EXPLAINING_CONCEPTUAL,None
45741,volunteer,BUT there is also a lower limit,46,EXPLAINING_CONCEPTUAL,None
45741,student,what do you mean,47,None,None
45741,volunteer,well the question says a RANGE of possible values,48,STRATEGIZING,None
45741,volunteer,a range is something like between 3 and 10 for example,49,GIVING_HINT,EXPLAINING_CONCEPTUAL
45741,volunteer,"3 is the lower limit, 10 is the upper limit",50,EXPLAINING_CONCEPTUAL,None
45741,student,ohh,51,None,None
45741,volunteer,so for question 11,52,None,None
45741,volunteer,the upper limit is = 8 + 9 = 17 like you wrote,53,EXPLAINING_PROCEDURAL,None
45741,volunteer,but for the lower limit we find it by saying 8 + x > 9,54,EXPLAINING_PROCEDURAL,None
45741,volunteer,where x is the length of the third side,55,EXPLAINING_PROCEDURAL,None
45741,volunteer,so x must be > 1,56,EXPLAINING_PROCEDURAL,None
45741,volunteer,does that make sense?,57,PROBING_UNDERSTAND,None
45741,student,yes but my teacher only taught us this way so now i’m confused :(,58,None,None
45741,volunteer,oh sorry I didn't see you already found the lower limit is 1 right?,59,CORRECTING_OWN_ERROR,RAPPORT_BUILDING
45741,student,yeah,60,None,None
45741,volunteer,sorry my bad,61,None,None
45741,volunteer,I missed your 1,62,None,None
45741,student,you’re good 😃,63,None,None
45741,volunteer,and the rest are all correct. great job!,64,FEEDBACK_CORRECT,PRAISING_PROCESSES
45741,student,thank you!!!,65,None,None
45741,volunteer,you're welcome. was that it?,66,None,None
45741,student,"oh no, the paper had a back and then it was another paper with the same concept",67,None,None
45741,volunteer,ok,68,None,None
45741,student,i don’t really understand the back :(,69,None,None
45741,volunteer,so you're trying to find the length of the sides in order using the angles,70,STRATEGIZING,None
45741,volunteer,"in 17, they give you 2 angles",71,STRATEGIZING,None
45741,volunteer,75 and 25 right ?,72,STRATEGIZING,None
45741,student,yeah,73,None,None
45741,volunteer,so what will the other angle be?,74,PROMPTING_NEXT_STEP,None
45741,student,i’m not sure :(,75,None,None
45741,student,my friend said 75 but i’m confused on why,76,None,None
45741,volunteer,what is the SUM of all 3 angles in a triangle?,77,PROBING_PRIOR_KNOWLEDGE,None
45741,student,180,78,None,None
45741,student,i think,79,None,None
45741,volunteer,right!,80,FEEDBACK_CORRECT,None
45741,volunteer,that's it,81,None,None
45741,volunteer,so what does 75 + 25 = ?,82,PROMPTING_NEXT_STEP,None
45741,student,100,83,None,None
45741,volunteer,right!,84,FEEDBACK_CORRECT,None
45741,volunteer,so the other angle must be ?,85,PROMPTING_NEXT_STEP,None
45741,student,100?,86,None,None
45741,volunteer,wait,87,None,None
45741,volunteer,total <COURSE>,88,PROMPTING_SELF_CORRECTION,None
45741,student,ohhh,89,None,None
45741,student,80,90,None,None
45741,volunteer,right! the 3rd angle is 80,91,FEEDBACK_CORRECT,None
45741,student,ohhhhhh that makes so much sense now,92,None,None
45741,volunteer,good job,93,PRAISING_PROCESSES,None
45741,volunteer,can you write that on the board?,94,None,None
45741,volunteer,the 80,95,None,None
45741,volunteer,or do you want me to?,96,None,None
45741,student,"you can, my writing is very horrible on here",97,None,None
45741,student,lol,98,None,None
45741,volunteer,ok no problem,99,None,None
45741,volunteer,see it ?,100,None,None
45741,student,yeah,101,None,None
45741,volunteer,ok so to figure out which side is longest,102,PROMPTING_NEXT_STEP,None
45741,volunteer,"use this rule ""he longest side of a triangle is always opposite the largest angle, and the shortest side is opposite the smallest angle""",103,EXPLAINING_CONCEPTUAL,None
45741,volunteer,which is the largest angle here?,104,PROMPTING_NEXT_STEP,None
45741,student,80,105,None,None
45741,student,would it be S?,106,None,None
45741,volunteer,right! so which side is longest?,107,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
45741,volunteer,remember it's opposite the largest angle,108,GIVING_HINT,None
45741,student,T?,109,None,None
45741,volunteer,the side TU,110,GIVING_ANSWER,None
45741,volunteer,see that?,111,None,None
45741,volunteer,this one,112,None,None
45741,student,oh yeah,113,None,None
45741,volunteer,great!,114,None,None
45741,volunteer,so which is the smallest?,115,PROMPTING_NEXT_STEP,None
45741,volunteer,smallest side?,116,PROMPTING_NEXT_STEP,None
45741,student,SU?,117,None,None
45741,volunteer,not quite,118,FEEDBACK_INCORRECT,None
45741,student,TS,119,None,None
45741,volunteer,you want the side opposite to the smallest angle 25,120,PROMPTING_NEXT_STEP,None
45741,volunteer,yes!,121,FEEDBACK_CORRECT,None
45741,volunteer,so in order smallest to largest it goes TS,122,EXPLAINING_PROCEDURAL,None
45741,volunteer,then SU,123,EXPLAINING_PROCEDURAL,None
45741,volunteer,then TU,124,EXPLAINING_PROCEDURAL,None
45741,student,ohh,125,None,None
45741,volunteer,does that make sense?,126,PROBING_UNDERSTAND,None
45741,student,yeah,127,None,None
45741,volunteer,great,128,None,None
45741,volunteer,want to try the next one?,129,None,None
45741,student,sure,130,None,None
45741,volunteer,ok let's first find the missing angle,131,STRATEGIZING,None
45741,student,99,132,None,None
45741,volunteer,hhm I think you're close,133,FEEDBACK_INCORRECT,None
45741,volunteer,what does 56 + 26 = ?,134,PROMPTING_NEXT_STEP,None
45741,student,82,135,None,None
45741,volunteer,right!,136,FEEDBACK_CORRECT,None
45741,volunteer,and what must we add to 82 to get <COURSE> ?,137,PROMPTING_NEXT_STEP,None
45741,student,98,138,None,None
45741,volunteer,right!,139,FEEDBACK_CORRECT,None
45741,volunteer,you were very close!,140,None,None
45741,volunteer,so now let's find the smallest side,141,PROMPTING_NEXT_STEP,None
45741,volunteer,remember it's opposite the smallest angle,142,GIVING_HINT,None
45741,volunteer,can you find it?,143,PROMPTING_NEXT_STEP,None
45741,student,uhh,144,None,None
45741,student,XY?,145,None,None
45741,volunteer,not quite,146,FEEDBACK_INCORRECT,None
45741,volunteer,see the angles 26 ?,147,None,None
45741,volunteer,angle,148,None,None
45741,student,yeah,149,None,None
45741,volunteer,I'll draw a line to the OPPOSITE side,150,EXPLAINING_PROCEDURAL,None
45741,volunteer,see it?,151,None,None
45741,student,yeahh,152,None,None
45741,volunteer,which side does it point to?,153,PROMPTING_NEXT_STEP,None
45741,student,xw,154,None,None
45741,volunteer,yes!,155,FEEDBACK_CORRECT,None
45741,volunteer,so <LOCATION> is smallest,156,EXPLAINING_CONCEPTUAL,None
45741,volunteer,what is bigger 56 or 98 ?,157,PROMPTING_NEXT_STEP,None
45741,student,56,158,None,None
45741,student,98,159,None,None
45741,student,i read that wrong sorry,160,None,None
45741,volunteer,yes and which side is opposite the 56 angle,161,FEEDBACK_CORRECT,PROMPTING_NEXT_STEP
45741,student,xy?,162,None,None
45741,volunteer,yes!,163,FEEDBACK_CORRECT,None
45741,volunteer,so XY is the next biggest,164,EXPLAINING_CONCEPTUAL,None
45741,volunteer,so that leaves which side for the longest?,165,PROMPTING_NEXT_STEP,None
45741,student,<LOCATION>,166,None,None
45741,volunteer,yes! you got it,167,FEEDBACK_CORRECT,None
45741,volunteer,good job,168,PRAISING_PROCESSES,None
45741,student,thank you :D,169,None,None
45741,volunteer,"ok, shall we skip down to 21 ?",170,None,None
45741,volunteer,or do you want to go over 19 and 20 ?,171,None,None
45741,student,yes please! also i ended up getting 62 for the missing angle for 20 but i’m not sure if it’s correct,172,None,None
45741,volunteer,"ok, let's draw 19",173,None,None
45741,volunteer,see it?,174,None,None
45741,student,yeah,175,None,None
45741,volunteer,"ok, so we're looking for the smallest side",176,STRATEGIZING,None
45741,volunteer,remember it will be opposite the smallest angle,177,GIVING_HINT,None
45741,volunteer,what is the smallest angle?,178,PROMPTING_NEXT_STEP,None
45741,student,tr?,179,None,None
45741,volunteer,smallest angle is 28 and TR is opposite the 28 so yes you are correct,180,FEEDBACK_CORRECT,EXPLAINING_CONCEPTUAL
45741,volunteer,good job,181,PRAISING_PROCESSES,None
45741,volunteer,what about the next side (hint it will be opposite the 38),182,GIVING_HINT,None
45741,student,sr?,183,None,None
45741,volunteer,yes! good job,184,FEEDBACK_CORRECT,PRAISING_PROCESSES
45741,volunteer,and the longest side ?,185,PROMPTING_NEXT_STEP,None
45741,student,ts?,186,None,None
45741,volunteer,yes! good job,187,FEEDBACK_CORRECT,PRAISING_PROCESSES
45741,volunteer,ready for 20?,188,None,None
45741,student,yep!,189,None,None
45741,student,yep!,190,None,None
